sex,age,height,weight,year,season,sport,event,medal
M,20,181,79,1964,Summer,Cycling,Cycling Men's Sprint,Bronze
M,24,181,79,1968,Summer,Cycling,Cycling Men's Sprint,Gold
M,24,181,79,1968,Summer,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",Gold
M,28,181,79,1972,Summer,Cycling,Cycling Men's Sprint,Gold
M,31,181,79,1976,Summer,Cycling,Cycling Men's Sprint,Silver
M,20,183,78,1956,Summer,Rowing,Rowing Men's Coxed Eights,Gold
M,45,180,73,1960,Summer,Equestrianism,"Equestrianism Men's Three-Day Event, Individual",Gold
M,45,180,73,1960,Summer,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Gold
M,21,188,90,1968,Summer,Rowing,Rowing Men's Coxed Eights,Silver
F,14,167,67,1956,Summer,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
F,18,167,67,1960,Summer,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
M,33,176,73,1964,Summer,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,Silver
M,24,172,63,1968,Summer,Football,Football Men's Football,Bronze
M,22,165,54,1968,Summer,Boxing,Boxing Men's Bantamweight,Bronze
M,21,194,85,1968,Summer,Volleyball,Volleyball Men's Volleyball,Silver
M,25,194,85,1972,Summer,Volleyball,Volleyball Men's Volleyball,Gold
M,22,187,82,1964,Summer,Volleyball,Volleyball Men's Volleyball,Bronze
F,33,172,59,1976,Summer,Equestrianism,"Equestrianism Mixed Dressage, Team",Bronze
M,26,176,73,1960,Summer,Rowing,Rowing Men's Coxless Fours,Bronze
M,23,184,94,1976,Summer,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Gold
M,24,182,88,1964,Summer,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Gold
M,28,182,88,1968,Summer,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Gold
M,32,182,88,1972,Summer,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Gold
M,25,180,73,1964,Summer,Shooting,Shooting Men's Trap,Bronze
M,22,178,70,1960,Summer,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver
M,24,188,84,1936,Summer,Athletics,Athletics Men's Decathlon,Gold
M,25,178,70,1960,Summer,Athletics,Athletics Men's Pole Vault,Silver
M,21,186,75,1956,Summer,Athletics,Athletics Men's 100 metres,Gold
M,21,186,75,1956,Summer,Athletics,Athletics Men's 200 metres,Gold
M,21,186,75,1956,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
M,21,175,50,1980,Summer,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver
M,22,180,70,1968,Summer,Cycling,"Cycling Men's Road Race, Individual",Silver
M,19,181,80,1968,Summer,Swimming,Swimming Men's 400 metres Freestyle,Bronze
M,20,186,72,1976,Summer,Athletics,Athletics Men's 400 metres Hurdles,Gold
M,24,198,96,1964,Summer,Basketball,Basketball Men's Basketball,Silver
M,21,181,80,1960,Summer,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze
M,21,178,80,1960,Summer,Basketball,Basketball Men's Basketball,Bronze
M,25,178,80,1964,Summer,Basketball,Basketball Men's Basketball,Bronze
M,18,181,69,1956,Summer,Hockey,Hockey Men's Hockey,Silver
M,22,181,69,1960,Summer,Hockey,Hockey Men's Hockey,Gold
M,26,181,69,1964,Summer,Hockey,Hockey Men's Hockey,Silver
M,23,173,72,1964,Summer,Athletics,Athletics Men's 400 metres,Silver
M,23,173,72,1964,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
M,23,174,63,1972,Summer,Judo,Judo Men's Lightweight,Bronze
M,31,188,76,1956,Summer,Fencing,"Fencing Men's epee, Team",Bronze
M,28,172,68,1968,Summer,Wrestling,"Wrestling Men's Lightweight, Freestyle",Gold
M,21,178,77,1980,Summer,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold
M,25,178,82,1976,Summer,Football,Football Men's Football,Silver
M,24,153,50,1980,Summer,Rowing,Rowing Men's Coxed Eights,Silver
M,21,197,90,1980,Summer,Fencing,"Fencing Men's epee, Team",Bronze
M,23,182,82,1964,Summer,Football,Football Men's Football,Silver
M,29,196,92,1980,Summer,Rowing,Rowing Men's Coxed Pairs,Bronze
M,25,189,83,1964,Summer,Rowing,Rowing Men's Coxed Eights,Bronze
M,19,188,104,1980,Summer,Water Polo,Water Polo Men's Water Polo,Gold
M,27,186,100,1956,Summer,Water Polo,Water Polo Men's Water Polo,Bronze
M,31,186,100,1960,Summer,Water Polo,Water Polo Men's Water Polo,Silver
M,20,175,67,1980,Summer,Boxing,Boxing Men's Welterweight,Silver
M,21,183,77,1956,Summer,Basketball,Basketball Men's Basketball,Silver
M,25,183,77,1960,Summer,Basketball,Basketball Men's Basketball,Silver
M,29,183,77,1964,Summer,Basketball,Basketball Men's Basketball,Silver
M,25,160,54,1968,Summer,Boxing,Boxing Men's Bantamweight,Silver
M,32,184,87,1960,Summer,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,Bronze
M,29,180,74,1968,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
F,25,176,84,1976,Summer,Rowing,Rowing Women's Coxed Eights,Gold
M,34,187,93,1968,Summer,Shooting,"Shooting Mixed Free Rifle, Three Positions, 300 metres",Bronze
M,25,173,66,1980,Summer,Football,Football Men's Football,Silver
F,21,168,59,1980,Summer,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
M,20,189,83,1960,Summer,Swimming,Swimming Men's 200 metres Breaststroke,Gold
M,19,189,90,1964,Summer,Rowing,Rowing Men's Coxed Fours,Bronze
M,22,192,86,1964,Summer,Basketball,Basketball Men's Basketball,Gold
M,25,173,70,1968,Summer,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Gold
M,27,185,80,1980,Summer,Athletics,Athletics Men's 110 metres Hurdles,Gold
M,17,181,74,1968,Summer,Swimming,Swimming Men's 200 metres Breaststroke,Gold
M,24,189,96,1976,Summer,Handball,Handball Men's Handball,Silver
M,28,189,96,1980,Summer,Handball,Handball Men's Handball,Bronze
M,25,171,66,1936,Summer,Boxing,Boxing Men's Welterweight,Silver
F,21,171,66,1976,Summer,Volleyball,Volleyball Women's Volleyball,Silver
F,27,160,55,1956,Summer,Gymnastics,Gymnastics Women's Individual All-Around,Bronze
F,27,160,55,1956,Summer,Gymnastics,Gymnastics Women's Team All-Around,Gold
F,27,160,55,1956,Summer,Gymnastics,Gymnastics Women's Team Portable Apparatus,Bronze
F,27,160,55,1956,Summer,Gymnastics,Gymnastics Women's Uneven Bars,Bronze
F,31,160,55,1960,Summer,Gymnastics,Gymnastics Women's Individual All-Around,Silver
F,31,160,55,1960,Summer,Gymnastics,Gymnastics Women's Team All-Around,Gold
F,31,160,55,1960,Summer,Gymnastics,Gymnastics Women's Horse Vault,Silver
F,31,160,55,1960,Summer,Gymnastics,Gymnastics Women's Balance Beam,Bronze
M,20,178,74,1980,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
M,23,165,65,1956,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
F,33,163,73,1976,Summer,Shooting,"Shooting Mixed Small-Bore Rifle, Three Positions, 50 metres",Silver
M,19,196,88,1972,Summer,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold
M,19,196,88,1972,Summer,Swimming,Swimming Men's 100 metres Backstroke,Bronze
F,25,170,55,1980,Summer,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze
M,29,181,81,1960,Summer,Hockey,Hockey Men's Hockey,Bronze
M,23,178,67,1972,Summer,Boxing,Boxing Men's Welterweight,Bronze
M,23,181,67,1968,Summer,Boxing,Boxing Men's Welterweight,Bronze
M,32,179,79,1964,Summer,Volleyball,Volleyball Men's Volleyball,Silver
M,36,179,79,1968,Summer,Volleyball,Volleyball Men's Volleyball,Bronze
M,30,192,93,1964,Summer,Water Polo,Water Polo Men's Water Polo,Silver
M,23,168,57,1960,Summer,Boxing,Boxing Men's Featherweight,Gold
M,25,160,57,1976,Summer,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",Bronze
M,20,162,50,1980,Summer,Boxing,Boxing Men's Light-Flyweight,Bronze
M,31,174,98,1964,Summer,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",Bronze
M,22,183,73,1976,Summer,Fencing,"Fencing Men's Sabre, Team",Bronze
M,28,174,72,1964,Summer,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,Silver
M,27,185,96,1980,Summer,Water Polo,Water Polo Men's Water Polo,Silver
M,25,189,92,1980,Summer,Sailing,Sailing Mixed Two Person Keelboat,Gold
F,25,168,50,1976,Summer,Fencing,"Fencing Women's Foil, Team",Silver
F,29,168,50,1980,Summer,Fencing,"Fencing Women's Foil, Team",Gold
M,21,176,75,1980,Summer,Hockey,Hockey Men's Hockey,Bronze
F,17,162,51,1952,Summer,Diving,Diving Women's Platform,Silver
F,22,162,51,1956,Summer,Diving,Diving Women's Platform,Bronze
F,25,162,51,1960,Summer,Diving,Diving Women's Springboard,Silver
F,25,162,51,1960,Summer,Diving,Diving Women's Platform,Silver
M,28,167,62,1980,Summer,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",Gold
M,22,185,79,1968,Summer,Volleyball,Volleyball Men's Volleyball,Gold
F,22,182,70,1964,Summer,Volleyball,Volleyball Women's Volleyball,Silver
M,21,205,95,1976,Summer,Basketball,Basketball Men's Basketball,Bronze
M,25,205,95,1980,Summer,Basketball,Basketball Men's Basketball,Bronze
M,26,177,75,1976,Summer,Cycling,Cycling Men's 100 kilometres Team Time Trial,Silver
M,20,198,88,1976,Summer,Swimming,Swimming Men's 200 metres Freestyle,Silver
M,20,198,88,1976,Summer,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
M,20,198,88,1976,Summer,Swimming,Swimming Men's 100 metres Backstroke,Gold
M,20,198,88,1976,Summer,Swimming,Swimming Men's 200 metres Backstroke,Gold
M,20,198,88,1976,Summer,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
M,29,193,90,1964,Summer,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",Bronze
M,30,193,87,1976,Summer,Rowing,Rowing Men's Coxless Fours,Silver
F,25,178,76,1976,Summer,Handball,Handball Women's Handball,Bronze
M,27,175,67,1960,Summer,Modern Pentathlon,Modern Pentathlon Men's Individual,Silver
M,27,175,67,1960,Summer,Modern Pentathlon,Modern Pentathlon Men's Team,Gold
M,31,175,67,1964,Summer,Modern Pentathlon,Modern Pentathlon Men's Team,Bronze
M,18,173,65,1968,Summer,Football,Football Men's Football,Gold
M,33,177,77,1968,Summer,Fencing,"Fencing Men's epee, Team",Gold
F,20,170,66,1972,Summer,Gymnastics,Gymnastics Women's Team All-Around,Bronze
F,18,170,58,1976,Summer,Handball,Handball Women's Handball,Bronze
M,19,188,89,1976,Summer,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",Silver
M,19,188,89,1976,Summer,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Gold
F,15,145,40,1980,Summer,Gymnastics,Gymnastics Women's Team All-Around,Gold
M,30,185,85,1972,Summer,Volleyball,Volleyball Men's Volleyball,Gold
F,21,158,50,1964,Summer,Gymnastics,Gymnastics Women's Team All-Around,Bronze
M,22,158,52,1968,Summer,Wrestling,"Wrestling Men's Flyweight, Freestyle",Gold
M,23,165,69,1964,Summer,Judo,Judo Men's Lightweight,Gold
M,25,163,59,1968,Summer,Gymnastics,Gymnastics Men's Individual All-Around,Bronze
M,25,163,59,1968,Summer,Gymnastics,Gymnastics Men's Team All-Around,Gold
M,25,163,59,1968,Summer,Gymnastics,Gymnastics Men's Floor Exercise,Silver
M,25,163,59,1968,Summer,Gymnastics,Gymnastics Men's Parallel Bars,Gold
M,25,163,59,1968,Summer,Gymnastics,Gymnastics Men's Horizontal Bar,Gold
M,25,163,59,1968,Summer,Gymnastics,Gymnastics Men's Rings,Gold
M,29,163,59,1972,Summer,Gymnastics,Gymnastics Men's Individual All-Around,Bronze
M,29,163,59,1972,Summer,Gymnastics,Gymnastics Men's Team All-Around,Gold
M,29,163,59,1972,Summer,Gymnastics,Gymnastics Men's Floor Exercise,Silver
M,29,163,59,1972,Summer,Gymnastics,Gymnastics Men's Rings,Gold
M,24,204,95,1980,Summer,Basketball,Basketball Men's Basketball,Gold
F,23,179,80,1980,Summer,Rowing,Rowing Women's Coxed Quadruple Sculls,Bronze
M,20,163,68,1976,Summer,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Gold
M,23,165,56,1936,Summer,Athletics,Athletics Men's Marathon,Bronze
M,27,181,78,1964,Summer,Water Polo,Water Polo Men's Water Polo,Silver
M,19,199,93,1980,Summer,Rowing,Rowing Men's Coxed Eights,Bronze
M,27,193,86,1960,Summer,Rowing,Rowing Men's Coxless Fours,Gold
M,31,193,86,1964,Summer,Rowing,Rowing Men's Coxless Fours,Bronze
M,23,150,52,1968,Summer,Weightlifting,Weightlifting Men's Bantamweight,Gold
M,26,150,52,1972,Summer,Weightlifting,Weightlifting Men's Bantamweight,Silver
M,30,150,52,1976,Summer,Weightlifting,Weightlifting Men's Flyweight,Bronze
M,27,177,75,1976,Summer,Boxing,Boxing Men's Middleweight,Bronze
M,27,186,80,1968,Summer,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,Silver
M,30,186,80,1972,Summer,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,Bronze
M,24,178,76,1956,Summer,Football,Football Men's Football,Bronze
M,23,177,82,1972,Summer,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Silver
M,21,174,69,1976,Summer,Football,Football Men's Football,Bronze
F,22,170,58,1980,Summer,Athletics,Athletics Women's 4 x 400 metres Relay,Gold
M,21,170,66,1976,Summer,Hockey,Hockey Men's Hockey,Bronze
M,22,176,73,1968,Summer,Fencing,"Fencing Men's Sabre, Team",Gold
M,26,176,73,1972,Summer,Fencing,"Fencing Men's Sabre, Individual",Bronze
M,26,176,73,1972,Summer,Fencing,"Fencing Men's Sabre, Team",Silver
M,30,176,73,1976,Summer,Fencing,"Fencing Men's Sabre, Individual",Silver
M,30,176,73,1976,Summer,Fencing,"Fencing Men's Sabre, Team",Gold
M,34,176,73,1980,Summer,Fencing,"Fencing Men's Sabre, Team",Gold
F,17,163,52,1972,Summer,Swimming,Swimming Women's 400 metres Individual Medley,Gold
M,24,180,78,1980,Summer,Fencing,"Fencing Men's Sabre, Team",Bronze
M,27,175,73,1980,Summer,Fencing,"Fencing Men's Sabre, Team",Bronze
M,48,183,65,1960,Summer,Equestrianism,"Equestrianism Mixed Dressage, Individual",Bronze
M,52,183,65,1964,Summer,Equestrianism,"Equestrianism Mixed Dressage, Team",Gold
M,56,183,65,1968,Summer,Equestrianism,"Equestrianism Mixed Dressage, Individual",Silver
M,56,183,65,1968,Summer,Equestrianism,"Equestrianism Mixed Dressage, Team",Gold
M,60,183,65,1972,Summer,Equestrianism,"Equestrianism Mixed Dressage, Individual",Bronze
M,60,183,65,1972,Summer,Equestrianism,"Equestrianism Mixed Dressage, Team",Silver
M,22,174,65,1980,Summer,Judo,Judo Men's Half-Lightweight,Bronze
M,24,194,92,1972,Summer,Rowing,Rowing Men's Coxed Fours,Bronze
M,22,181,81,1956,Summer,Boxing,Boxing Men's Light-Heavyweight,Silver
M,21,175,75,1936,Summer,Football,Football Men's Football,Gold
F,16,173,63,1972,Summer,Swimming,Swimming Women's 100 metres Freestyle,Gold
F,16,173,63,1972,Summer,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
F,16,173,63,1972,Summer,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
F,24,175,70,1980,Summer,Rowing,Rowing Women's Coxed Eights,Gold
M,20,179,77,1964,Summer,Volleyball,Volleyball Men's Volleyball,Bronze
M,24,179,77,1968,Summer,Volleyball,Volleyball Men's Volleyball,Silver
M,28,179,77,1972,Summer,Volleyball,Volleyball Men's Volleyball,Gold
M,21,192,90,1956,Summer,Sailing,Sailing Mixed One Person Dinghy,Silver
M,24,192,90,1960,Summer,Sailing,Sailing Mixed One Person Dinghy,Bronze
M,16,178,66,1964,Summer,Swimming,"Swimming Men's 1,500 metres Freestyle",Silver
M,20,178,66,1968,Summer,Swimming,Swimming Men's 200 metres Freestyle,Bronze
M,20,178,66,1968,Summer,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
M,26,187,89,1960,Summer,Boxing,Boxing Men's Heavyweight,Bronze
M,23,173,73,1980,Summer,Football,Football Men's Football,Gold
M,22,175,63,1960,Summer,Boxing,Boxing Men's Light-Welterweight,Gold
M,22,185,90,1964,Summer,Fencing,"Fencing Men's epee, Team",Gold
M,26,185,90,1968,Summer,Fencing,"Fencing Men's epee, Team",Gold
M,24,181,71,1960,Summer,Modern Pentathlon,Modern Pentathlon Men's Individual,Gold
M,24,181,71,1960,Summer,Modern Pentathlon,Modern Pentathlon Men's Team,Gold
M,30,184,82,1948,Summer,Athletics,Athletics Men's Hammer Throw,Gold
M,34,184,82,1952,Summer,Athletics,Athletics Men's Hammer Throw,Bronze
M,29,193,95,1976,Summer,Athletics,Athletics Men's Javelin Throw,Gold
F,23,172,69,1976,Summer,Handball,Handball Women's Handball,Bronze
F,22,176,75,1968,Summer,Athletics,Athletics Women's Javelin Throw,Gold
F,16,154,49,1964,Summer,Gymnastics,Gymnastics Women's Team All-Around,Silver
F,20,154,49,1968,Summer,Gymnastics,Gymnastics Women's Team All-Around,Silver
M,19,180,72,1968,Summer,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze
M,29,176,78,1972,Summer,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Bronze
M,25,173,71,1964,Summer,Football,Football Men's Football,Silver
M,27,177,75,1952,Summer,Fencing,"Fencing Men's Foil, Team",Gold
M,32,177,75,1956,Summer,Fencing,"Fencing Men's Foil, Team",Silver
F,20,158,51,1968,Summer,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
M,29,172,67,1980,Summer,Football,Football Men's Football,Silver
M,22,169,52,1972,Summer,Rowing,Rowing Men's Coxed Pairs,Gold
M,22,188,100,1980,Summer,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",Silver
M,20,186,95,1976,Summer,Judo,Judo Men's Heavyweight,Silver
M,22,193,94,1964,Summer,Rowing,Rowing Men's Coxed Fours,Gold
M,23,177,83,1964,Summer,Athletics,Athletics Men's Javelin Throw,Gold
M,25,180,78,1952,Summer,Rowing,Rowing Men's Coxless Fours,Bronze
M,23,174,73,1976,Summer,Judo,Judo Men's Half-Middleweight,Gold
M,27,175,68,1976,Summer,Athletics,Athletics Men's 400 metres,Silver
M,27,175,68,1976,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
M,24,182,73,1964,Summer,Hockey,Hockey Men's Hockey,Silver
M,28,182,73,1968,Summer,Hockey,Hockey Men's Hockey,Gold
M,24,176,74,1980,Summer,Hockey,Hockey Men's Hockey,Bronze
F,21,168,71,1972,Summer,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Bronze
M,23,180,83,1972,Summer,Cycling,Cycling Men's Sprint,Silver
M,23,190,102,1956,Summer,Athletics,Athletics Men's Shot Put,Silver
M,27,190,102,1960,Summer,Athletics,Athletics Men's Shot Put,Gold
M,23,168,60,1956,Summer,Boxing,Boxing Men's Featherweight,Bronze
M,25,191,90,1976,Summer,Rowing,Rowing Men's Coxed Fours,Bronze
M,35,175,68,1968,Summer,Fencing,"Fencing Men's epee, Team",Bronze
M,26,184,73,1960,Summer,Football,Football Men's Football,Silver
M,32,186,83,1960,Summer,Football,Football Men's Football,Silver
M,18,178,72,1960,Summer,Football,Football Men's Football,Silver
F,20,165,60,1980,Summer,Swimming,Swimming Women's 100 metres Breaststroke,Bronze
F,25,174,63,1968,Summer,Volleyball,Volleyball Women's Volleyball,Bronze
M,19,182,75,1956,Summer,Rowing,Rowing Men's Coxed Fours,Bronze
M,22,177,67,1976,Summer,Modern Pentathlon,Modern Pentathlon Men's Team,Gold
M,25,180,66,1964,Summer,Athletics,Athletics Men's 50 kilometres Walk,Silver
M,24,182,70,1980,Summer,Athletics,Athletics Men's Marathon,Silver
M,18,176,72,1956,Summer,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze
M,28,193,89,1968,Summer,Fencing,"Fencing Men's epee, Team",Silver
F,21,174,72,1980,Summer,Volleyball,Volleyball Women's Volleyball,Gold
M,28,175,99,1980,Summer,Weightlifting,Weightlifting Men's Heavyweight I,Silver
M,21,182,77,1936,Summer,Athletics,Athletics Men's Javelin Throw,Silver
F,24,159,55,1960,Summer,Gymnastics,Gymnastics Women's Team All-Around,Gold
F,24,159,55,1960,Summer,Gymnastics,Gymnastics Women's Horse Vault,Gold
M,19,175,65,1976,Summer,Gymnastics,Gymnastics Men's Team All-Around,Bronze
M,19,175,65,1976,Summer,Gymnastics,Gymnastics Men's Pommelled Horse,Bronze
M,23,175,65,1980,Summer,Gymnastics,Gymnastics Men's Team All-Around,Silver
M,23,175,65,1980,Summer,Gymnastics,Gymnastics Men's Pommelled Horse,Bronze
M,20,190,84,1956,Summer,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze
M,24,182,81,1964,Summer,Boxing,Boxing Men's Light-Heavyweight,Bronze
M,21,182,89,1972,Summer,Weightlifting,Weightlifting Men's Middle-Heavyweight,Gold
M,27,182,84,1980,Summer,Rowing,Rowing Men's Quadruple Sculls,Bronze
M,23,157,48,1972,Summer,Wrestling,"Wrestling Men's Light-Flyweight, Freestyle",Silver
M,27,182,90,1976,Summer,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Silver
M,23,182,72,1968,Summer,Football,Football Men's Football,Silver
F,24,170,63,1976,Summer,Fencing,"Fencing Women's Foil, Team",Gold
M,29,173,71,1980,Summer,Football,Football Men's Football,Bronze
M,23,172,67,1964,Summer,Hockey,Hockey Men's Hockey,Bronze
M,27,172,67,1968,Summer,Hockey,Hockey Men's Hockey,Silver
M,30,180,74,1976,Summer,Fencing,"Fencing Men's Sabre, Team",Bronze
M,20,176,64,1968,Summer,Boxing,Boxing Men's Light-Welterweight,Bronze
M,29,190,93,1976,Summer,Judo,Judo Men's Half-Heavyweight,Gold
M,26,176,61,1936,Summer,Athletics,Athletics Men's Pole Vault,Silver
M,21,190,86,1972,Summer,Volleyball,Volleyball Men's Volleyball,Gold
M,25,185,115,1972,Summer,Judo,Judo Men's Heavyweight,Bronze
F,14,172,62,1976,Summer,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
M,26,176,73,1960,Summer,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Silver
F,25,177,83,1976,Summer,Rowing,Rowing Women's Coxless Pairs,Silver
F,29,177,83,1980,Summer,Rowing,Rowing Women's Coxed Fours,Gold
F,17,158,40,1968,Summer,Gymnastics,Gymnastics Women's Team All-Around,Bronze
M,19,185,77,1964,Summer,Fencing,"Fencing Men's Foil, Team",Bronze
M,23,185,77,1968,Summer,Fencing,"Fencing Men's Foil, Team",Gold
M,27,185,77,1972,Summer,Fencing,"Fencing Men's Foil, Individual",Bronze
